"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/04/2025 18:00:00 - 02/04/2025 19:00:00","BZN|MK","Without Sequence","147.89","",""
"02/04/2025 19:00:00 - 02/04/2025 20:00:00","BZN|MK","Without Sequence","169.72","",""
"02/04/2025 20:00:00 - 02/04/2025 21:00:00","BZN|MK","Without Sequence","157.82","",""
"02/04/2025 21:00:00 - 02/04/2025 22:00:00","BZN|MK","Without Sequence","132.99","",""
"02/04/2025 22:00:00 - 02/04/2025 23:00:00","BZN|MK","Without Sequence","115.52","",""
"02/04/2025 23:00:00 - 03/04/2025 00:00:00","BZN|MK","Without Sequence","100.00","",""
"03/04/2025 00:00:00 - 03/04/2025 01:00:00","BZN|MK","Without Sequence","110.00","",""
"03/04/2025 01:00:00 - 03/04/2025 02:00:00","BZN|MK","Without Sequence","100.00","",""
"03/04/2025 02:00:00 - 03/04/2025 03:00:00","BZN|MK","Without Sequence","95.00","",""
"03/04/2025 03:00:00 - 03/04/2025 04:00:00","BZN|MK","Without Sequence","94.99","",""
"03/04/2025 04:00:00 - 03/04/2025 05:00:00","BZN|MK","Without Sequence","94.02","",""
"03/04/2025 05:00:00 - 03/04/2025 06:00:00","BZN|MK","Without Sequence","112.99","",""
"03/04/2025 06:00:00 - 03/04/2025 07:00:00","BZN|MK","Without Sequence","131.87","",""
"03/04/2025 07:00:00 - 03/04/2025 08:00:00","BZN|MK","Without Sequence","152.80","",""
"03/04/2025 08:00:00 - 03/04/2025 09:00:00","BZN|MK","Without Sequence","131.97","",""
"03/04/2025 09:00:00 - 03/04/2025 10:00:00","BZN|MK","Without Sequence","96.14","",""
"03/04/2025 10:00:00 - 03/04/2025 11:00:00","BZN|MK","Without Sequence","61.68","",""
"03/04/2025 11:00:00 - 03/04/2025 12:00:00","BZN|MK","Without Sequence","45.11","",""
"03/04/2025 12:00:00 - 03/04/2025 13:00:00","BZN|MK","Without Sequence","34.06","",""
"03/04/2025 13:00:00 - 03/04/2025 14:00:00","BZN|MK","Without Sequence","49.03","",""
"03/04/2025 14:00:00 - 03/04/2025 15:00:00","BZN|MK","Without Sequence","49.99","",""
"03/04/2025 15:00:00 - 03/04/2025 16:00:00","BZN|MK","Without Sequence","64.09","",""
"03/04/2025 16:00:00 - 03/04/2025 17:00:00","BZN|MK","Without Sequence","81.82","",""
"03/04/2025 17:00:00 - 03/04/2025 18:00:00","BZN|MK","Without Sequence","112.99","",""
"03/04/2025 18:00:00 - 03/04/2025 19:00:00","BZN|MK","Without Sequence","139.32","",""
"03/04/2025 19:00:00 - 03/04/2025 20:00:00","BZN|MK","Without Sequence","169.53","",""
"03/04/2025 20:00:00 - 03/04/2025 21:00:00","BZN|MK","Without Sequence","158.52","",""
"03/04/2025 21:00:00 - 03/04/2025 22:00:00","BZN|MK","Without Sequence","127.78","",""
"03/04/2025 22:00:00 - 03/04/2025 23:00:00","BZN|MK","Without Sequence","119.99","",""
"03/04/2025 23:00:00 - 04/04/2025 00:00:00","BZN|MK","Without Sequence","109.99","",""
"04/04/2025 00:00:00 - 04/04/2025 01:00:00","BZN|MK","Without Sequence","124.04","",""
"04/04/2025 01:00:00 - 04/04/2025 02:00:00","BZN|MK","Without Sequence","113.00","",""
"04/04/2025 02:00:00 - 04/04/2025 03:00:00","BZN|MK","Without Sequence","104.05","",""
"04/04/2025 03:00:00 - 04/04/2025 04:00:00","BZN|MK","Without Sequence","103.25","",""
"04/04/2025 04:00:00 - 04/04/2025 05:00:00","BZN|MK","Without Sequence","108.01","",""
"04/04/2025 05:00:00 - 04/04/2025 06:00:00","BZN|MK","Without Sequence","115.68","",""
"04/04/2025 06:00:00 - 04/04/2025 07:00:00","BZN|MK","Without Sequence","148.02","",""
"04/04/2025 07:00:00 - 04/04/2025 08:00:00","BZN|MK","Without Sequence","167.45","",""
"04/04/2025 08:00:00 - 04/04/2025 09:00:00","BZN|MK","Without Sequence","137.21","",""
"04/04/2025 09:00:00 - 04/04/2025 10:00:00","BZN|MK","Without Sequence","99.50","",""
"04/04/2025 10:00:00 - 04/04/2025 11:00:00","BZN|MK","Without Sequence","48.04","",""
"04/04/2025 11:00:00 - 04/04/2025 12:00:00","BZN|MK","Without Sequence","15.01","",""
"04/04/2025 12:00:00 - 04/04/2025 13:00:00","BZN|MK","Without Sequence","14.64","",""
"04/04/2025 13:00:00 - 04/04/2025 14:00:00","BZN|MK","Without Sequence","18.60","",""
"04/04/2025 14:00:00 - 04/04/2025 15:00:00","BZN|MK","Without Sequence","28.01","",""
"04/04/2025 15:00:00 - 04/04/2025 16:00:00","BZN|MK","Without Sequence","33.98","",""
"04/04/2025 16:00:00 - 04/04/2025 17:00:00","BZN|MK","Without Sequence","52.24","",""
"04/04/2025 17:00:00 - 04/04/2025 18:00:00","BZN|MK","Without Sequence","97.59","",""
"04/04/2025 18:00:00 - 04/04/2025 19:00:00","BZN|MK","Without Sequence","147.28","",""
"04/04/2025 19:00:00 - 04/04/2025 20:00:00","BZN|MK","Without Sequence","181.00","",""
"04/04/2025 20:00:00 - 04/04/2025 21:00:00","BZN|MK","Without Sequence","168.03","",""
"04/04/2025 21:00:00 - 04/04/2025 22:00:00","BZN|MK","Without Sequence","134.62","",""
"04/04/2025 22:00:00 - 04/04/2025 23:00:00","BZN|MK","Without Sequence","119.40","",""
"04/04/2025 23:00:00 - 05/04/2025 00:00:00","BZN|MK","Without Sequence","129.99","",""
"05/04/2025 00:00:00 - 05/04/2025 01:00:00","BZN|MK","Without Sequence","107.63","",""
"05/04/2025 01:00:00 - 05/04/2025 02:00:00","BZN|MK","Without Sequence","101.90","",""
"05/04/2025 02:00:00 - 05/04/2025 03:00:00","BZN|MK","Without Sequence","99.05","",""
"05/04/2025 03:00:00 - 05/04/2025 04:00:00","BZN|MK","Without Sequence","90.00","",""
"05/04/2025 04:00:00 - 05/04/2025 05:00:00","BZN|MK","Without Sequence","91.01","",""
"05/04/2025 05:00:00 - 05/04/2025 06:00:00","BZN|MK","Without Sequence","93.92","",""
"05/04/2025 06:00:00 - 05/04/2025 07:00:00","BZN|MK","Without Sequence","100.01","",""
"05/04/2025 07:00:00 - 05/04/2025 08:00:00","BZN|MK","Without Sequence","100.07","",""
"05/04/2025 08:00:00 - 05/04/2025 09:00:00","BZN|MK","Without Sequence","69.62","",""
"05/04/2025 09:00:00 - 05/04/2025 10:00:00","BZN|MK","Without Sequence","30.00","",""
"05/04/2025 10:00:00 - 05/04/2025 11:00:00","BZN|MK","Without Sequence","3.05","",""
"05/04/2025 11:00:00 - 05/04/2025 12:00:00","BZN|MK","Without Sequence","0.14","",""
"05/04/2025 12:00:00 - 05/04/2025 13:00:00","BZN|MK","Without Sequence","0.10","",""
"05/04/2025 13:00:00 - 05/04/2025 14:00:00","BZN|MK","Without Sequence","3.01","",""
"05/04/2025 14:00:00 - 05/04/2025 15:00:00","BZN|MK","Without Sequence","3.01","",""
"05/04/2025 15:00:00 - 05/04/2025 16:00:00","BZN|MK","Without Sequence","1.09","",""
"05/04/2025 16:00:00 - 05/04/2025 17:00:00","BZN|MK","Without Sequence","15.53","",""
"05/04/2025 17:00:00 - 05/04/2025 18:00:00","BZN|MK","Without Sequence","47.40","",""
"05/04/2025 18:00:00 - 05/04/2025 19:00:00","BZN|MK","Without Sequence","84.97","",""
"05/04/2025 19:00:00 - 05/04/2025 20:00:00","BZN|MK","Without Sequence","131.56","",""
"05/04/2025 20:00:00 - 05/04/2025 21:00:00","BZN|MK","Without Sequence","121.74","",""
"05/04/2025 21:00:00 - 05/04/2025 22:00:00","BZN|MK","Without Sequence","109.99","",""
"05/04/2025 22:00:00 - 05/04/2025 23:00:00","BZN|MK","Without Sequence","124.99","",""
"05/04/2025 23:00:00 - 06/04/2025 00:00:00","BZN|MK","Without Sequence","96.77","",""
"06/04/2025 00:00:00 - 06/04/2025 01:00:00","BZN|MK","Without Sequence","97.39","",""
"06/04/2025 01:00:00 - 06/04/2025 02:00:00","BZN|MK","Without Sequence","85.54","",""
"06/04/2025 02:00:00 - 06/04/2025 03:00:00","BZN|MK","Without Sequence","79.82","",""
"06/04/2025 03:00:00 - 06/04/2025 04:00:00","BZN|MK","Without Sequence","65.03","",""
"06/04/2025 04:00:00 - 06/04/2025 05:00:00","BZN|MK","Without Sequence","65.09","",""
"06/04/2025 05:00:00 - 06/04/2025 06:00:00","BZN|MK","Without Sequence","71.59","",""
"06/04/2025 06:00:00 - 06/04/2025 07:00:00","BZN|MK","Without Sequence","83.85","",""
"06/04/2025 07:00:00 - 06/04/2025 08:00:00","BZN|MK","Without Sequence","80.00","",""
"06/04/2025 08:00:00 - 06/04/2025 09:00:00","BZN|MK","Without Sequence","57.92","",""
"06/04/2025 09:00:00 - 06/04/2025 10:00:00","BZN|MK","Without Sequence","19.60","",""
"06/04/2025 10:00:00 - 06/04/2025 11:00:00","BZN|MK","Without Sequence","50.01","",""
"06/04/2025 11:00:00 - 06/04/2025 12:00:00","BZN|MK","Without Sequence","50.00","",""
"06/04/2025 12:00:00 - 06/04/2025 13:00:00","BZN|MK","Without Sequence","50.01","",""
"06/04/2025 13:00:00 - 06/04/2025 14:00:00","BZN|MK","Without Sequence","53.92","",""
"06/04/2025 14:00:00 - 06/04/2025 15:00:00","BZN|MK","Without Sequence","63.13","",""
"06/04/2025 15:00:00 - 06/04/2025 16:00:00","BZN|MK","Without Sequence","79.99","",""
"06/04/2025 16:00:00 - 06/04/2025 17:00:00","BZN|MK","Without Sequence","79.99","",""
"06/04/2025 17:00:00 - 06/04/2025 18:00:00","BZN|MK","Without Sequence","103.04","",""
"06/04/2025 18:00:00 - 06/04/2025 19:00:00","BZN|MK","Without Sequence","113.02","",""
"06/04/2025 19:00:00 - 06/04/2025 20:00:00","BZN|MK","Without Sequence","143.02","",""
"06/04/2025 20:00:00 - 06/04/2025 21:00:00","BZN|MK","Without Sequence","147.09","",""
"06/04/2025 21:00:00 - 06/04/2025 22:00:00","BZN|MK","Without Sequence","129.52","",""
"06/04/2025 22:00:00 - 06/04/2025 23:00:00","BZN|MK","Without Sequence","119.02","",""
"06/04/2025 23:00:00 - 07/04/2025 00:00:00","BZN|MK","Without Sequence","108.99","",""
"07/04/2025 00:00:00 - 07/04/2025 01:00:00","BZN|MK","Without Sequence","106.03","",""
"07/04/2025 01:00:00 - 07/04/2025 02:00:00","BZN|MK","Without Sequence","102.91","",""
"07/04/2025 02:00:00 - 07/04/2025 03:00:00","BZN|MK","Without Sequence","97.46","",""
"07/04/2025 03:00:00 - 07/04/2025 04:00:00","BZN|MK","Without Sequence","95.73","",""
"07/04/2025 04:00:00 - 07/04/2025 05:00:00","BZN|MK","Without Sequence","99.58","",""
"07/04/2025 05:00:00 - 07/04/2025 06:00:00","BZN|MK","Without Sequence","111.69","",""
"07/04/2025 06:00:00 - 07/04/2025 07:00:00","BZN|MK","Without Sequence","146.00","",""
"07/04/2025 07:00:00 - 07/04/2025 08:00:00","BZN|MK","Without Sequence","172.02","",""
"07/04/2025 08:00:00 - 07/04/2025 09:00:00","BZN|MK","Without Sequence","136.10","",""
"07/04/2025 09:00:00 - 07/04/2025 10:00:00","BZN|MK","Without Sequence","97.31","",""
"07/04/2025 10:00:00 - 07/04/2025 11:00:00","BZN|MK","Without Sequence","57.87","",""
"07/04/2025 11:00:00 - 07/04/2025 12:00:00","BZN|MK","Without Sequence","22.05","",""
"07/04/2025 12:00:00 - 07/04/2025 13:00:00","BZN|MK","Without Sequence","13.00","",""
"07/04/2025 13:00:00 - 07/04/2025 14:00:00","BZN|MK","Without Sequence","19.06","",""
"07/04/2025 14:00:00 - 07/04/2025 15:00:00","BZN|MK","Without Sequence","28.01","",""
"07/04/2025 15:00:00 - 07/04/2025 16:00:00","BZN|MK","Without Sequence","28.09","",""
"07/04/2025 16:00:00 - 07/04/2025 17:00:00","BZN|MK","Without Sequence","73.67","",""
"07/04/2025 17:00:00 - 07/04/2025 18:00:00","BZN|MK","Without Sequence","111.45","",""
"07/04/2025 18:00:00 - 07/04/2025 19:00:00","BZN|MK","Without Sequence","152.30","",""
"07/04/2025 19:00:00 - 07/04/2025 20:00:00","BZN|MK","Without Sequence","197.00","",""
"07/04/2025 20:00:00 - 07/04/2025 21:00:00","BZN|MK","Without Sequence","182.24","",""
"07/04/2025 21:00:00 - 07/04/2025 22:00:00","BZN|MK","Without Sequence","141.99","",""
"07/04/2025 22:00:00 - 07/04/2025 23:00:00","BZN|MK","Without Sequence","134.21","",""
"07/04/2025 23:00:00 - 08/04/2025 00:00:00","BZN|MK","Without Sequence","127.47","",""
"08/04/2025 00:00:00 - 08/04/2025 01:00:00","BZN|MK","Without Sequence","119.70","",""
"08/04/2025 01:00:00 - 08/04/2025 02:00:00","BZN|MK","Without Sequence","114.00","",""
"08/04/2025 02:00:00 - 08/04/2025 03:00:00","BZN|MK","Without Sequence","109.01","",""
"08/04/2025 03:00:00 - 08/04/2025 04:00:00","BZN|MK","Without Sequence","109.05","",""
"08/04/2025 04:00:00 - 08/04/2025 05:00:00","BZN|MK","Without Sequence","114.00","",""
"08/04/2025 05:00:00 - 08/04/2025 06:00:00","BZN|MK","Without Sequence","125.01","",""
"08/04/2025 06:00:00 - 08/04/2025 07:00:00","BZN|MK","Without Sequence","158.82","",""
"08/04/2025 07:00:00 - 08/04/2025 08:00:00","BZN|MK","Without Sequence","184.36","",""
"08/04/2025 08:00:00 - 08/04/2025 09:00:00","BZN|MK","Without Sequence","137.81","",""
"08/04/2025 09:00:00 - 08/04/2025 10:00:00","BZN|MK","Without Sequence","109.13","",""
"08/04/2025 10:00:00 - 08/04/2025 11:00:00","BZN|MK","Without Sequence","79.55","",""
"08/04/2025 11:00:00 - 08/04/2025 12:00:00","BZN|MK","Without Sequence","61.74","",""
"08/04/2025 12:00:00 - 08/04/2025 13:00:00","BZN|MK","Without Sequence","50.62","",""
"08/04/2025 13:00:00 - 08/04/2025 14:00:00","BZN|MK","Without Sequence","63.12","",""
"08/04/2025 14:00:00 - 08/04/2025 15:00:00","BZN|MK","Without Sequence","74.05","",""
"08/04/2025 15:00:00 - 08/04/2025 16:00:00","BZN|MK","Without Sequence","78.05","",""
"08/04/2025 16:00:00 - 08/04/2025 17:00:00","BZN|MK","Without Sequence","107.02","",""
"08/04/2025 17:00:00 - 08/04/2025 18:00:00","BZN|MK","Without Sequence","134.22","",""
"08/04/2025 18:00:00 - 08/04/2025 19:00:00","BZN|MK","Without Sequence","174.99","",""
"08/04/2025 19:00:00 - 08/04/2025 20:00:00","BZN|MK","Without Sequence","232.07","",""
"08/04/2025 20:00:00 - 08/04/2025 21:00:00","BZN|MK","Without Sequence","223.06","",""
"08/04/2025 21:00:00 - 08/04/2025 22:00:00","BZN|MK","Without Sequence","175.88","",""
"08/04/2025 22:00:00 - 08/04/2025 23:00:00","BZN|MK","Without Sequence","143.46","",""
"08/04/2025 23:00:00 - 09/04/2025 00:00:00","BZN|MK","Without Sequence","126.45","",""
"09/04/2025 00:00:00 - 09/04/2025 01:00:00","BZN|MK","Without Sequence","113.99","",""
"09/04/2025 01:00:00 - 09/04/2025 02:00:00","BZN|MK","Without Sequence","107.86","",""
"09/04/2025 02:00:00 - 09/04/2025 03:00:00","BZN|MK","Without Sequence","102.01","",""
"09/04/2025 03:00:00 - 09/04/2025 04:00:00","BZN|MK","Without Sequence","101.91","",""
"09/04/2025 04:00:00 - 09/04/2025 05:00:00","BZN|MK","Without Sequence","104.44","",""
"09/04/2025 05:00:00 - 09/04/2025 06:00:00","BZN|MK","Without Sequence","114.85","",""
"09/04/2025 06:00:00 - 09/04/2025 07:00:00","BZN|MK","Without Sequence","155.63","",""
"09/04/2025 07:00:00 - 09/04/2025 08:00:00","BZN|MK","Without Sequence","182.91","",""
"09/04/2025 08:00:00 - 09/04/2025 09:00:00","BZN|MK","Without Sequence","134.20","",""
"09/04/2025 09:00:00 - 09/04/2025 10:00:00","BZN|MK","Without Sequence","101.14","",""
"09/04/2025 10:00:00 - 09/04/2025 11:00:00","BZN|MK","Without Sequence","71.72","",""
"09/04/2025 11:00:00 - 09/04/2025 12:00:00","BZN|MK","Without Sequence","58.84","",""
"09/04/2025 12:00:00 - 09/04/2025 13:00:00","BZN|MK","Without Sequence","42.36","",""
"09/04/2025 13:00:00 - 09/04/2025 14:00:00","BZN|MK","Without Sequence","41.29","",""
"09/04/2025 14:00:00 - 09/04/2025 15:00:00","BZN|MK","Without Sequence","55.35","",""
"09/04/2025 15:00:00 - 09/04/2025 16:00:00","BZN|MK","Without Sequence","79.79","",""
"09/04/2025 16:00:00 - 09/04/2025 17:00:00","BZN|MK","Without Sequence","99.22","",""
"09/04/2025 17:00:00 - 09/04/2025 18:00:00","BZN|MK","Without Sequence","114.00","",""
"09/04/2025 18:00:00 - 09/04/2025 19:00:00","BZN|MK","Without Sequence","176.53","",""
"09/04/2025 19:00:00 - 09/04/2025 20:00:00","BZN|MK","Without Sequence","251.06","",""
"09/04/2025 20:00:00 - 09/04/2025 21:00:00","BZN|MK","Without Sequence","247.01","",""
"09/04/2025 21:00:00 - 09/04/2025 22:00:00","BZN|MK","Without Sequence","156.00","",""
"09/04/2025 22:00:00 - 09/04/2025 23:00:00","BZN|MK","Without Sequence","136.07","",""
"09/04/2025 23:00:00 - 10/04/2025 00:00:00","BZN|MK","Without Sequence","117.08","",""
"10/04/2025 00:00:00 - 10/04/2025 01:00:00","BZN|MK","Without Sequence","121.44","",""
"10/04/2025 01:00:00 - 10/04/2025 02:00:00","BZN|MK","Without Sequence","115.00","",""
"10/04/2025 02:00:00 - 10/04/2025 03:00:00","BZN|MK","Without Sequence","117.06","",""
"10/04/2025 03:00:00 - 10/04/2025 04:00:00","BZN|MK","Without Sequence","107.56","",""
"10/04/2025 04:00:00 - 10/04/2025 05:00:00","BZN|MK","Without Sequence","109.53","",""
"10/04/2025 05:00:00 - 10/04/2025 06:00:00","BZN|MK","Without Sequence","124.09","",""
"10/04/2025 06:00:00 - 10/04/2025 07:00:00","BZN|MK","Without Sequence","157.31","",""
"10/04/2025 07:00:00 - 10/04/2025 08:00:00","BZN|MK","Without Sequence","175.46","",""
"10/04/2025 08:00:00 - 10/04/2025 09:00:00","BZN|MK","Without Sequence","139.00","",""
"10/04/2025 09:00:00 - 10/04/2025 10:00:00","BZN|MK","Without Sequence","105.00","",""
"10/04/2025 10:00:00 - 10/04/2025 11:00:00","BZN|MK","Without Sequence","83.89","",""
"10/04/2025 11:00:00 - 10/04/2025 12:00:00","BZN|MK","Without Sequence","63.00","",""
"10/04/2025 12:00:00 - 10/04/2025 13:00:00","BZN|MK","Without Sequence","21.70","",""
"10/04/2025 13:00:00 - 10/04/2025 14:00:00","BZN|MK","Without Sequence","11.61","",""
"10/04/2025 14:00:00 - 10/04/2025 15:00:00","BZN|MK","Without Sequence","17.81","",""
"10/04/2025 15:00:00 - 10/04/2025 16:00:00","BZN|MK","Without Sequence","19.02","",""
"10/04/2025 16:00:00 - 10/04/2025 17:00:00","BZN|MK","Without Sequence","68.18","",""
"10/04/2025 17:00:00 - 10/04/2025 18:00:00","BZN|MK","Without Sequence","107.18","",""
"10/04/2025 18:00:00 - 10/04/2025 19:00:00","BZN|MK","Without Sequence","151.13","",""
"10/04/2025 19:00:00 - 10/04/2025 20:00:00","BZN|MK","Without Sequence","215.08","",""
"10/04/2025 20:00:00 - 10/04/2025 21:00:00","BZN|MK","Without Sequence","210.08","",""
"10/04/2025 21:00:00 - 10/04/2025 22:00:00","BZN|MK","Without Sequence","137.02","",""
"10/04/2025 22:00:00 - 10/04/2025 23:00:00","BZN|MK","Without Sequence","121.13","",""
"10/04/2025 23:00:00 - 11/04/2025 00:00:00","BZN|MK","Without Sequence","115.00","",""
"11/04/2025 00:00:00 - 11/04/2025 01:00:00","BZN|MK","Without Sequence","97.99","",""
"11/04/2025 01:00:00 - 11/04/2025 02:00:00","BZN|MK","Without Sequence","86.01","",""
"11/04/2025 02:00:00 - 11/04/2025 03:00:00","BZN|MK","Without Sequence","78.33","",""
"11/04/2025 03:00:00 - 11/04/2025 04:00:00","BZN|MK","Without Sequence","75.36","",""
"11/04/2025 04:00:00 - 11/04/2025 05:00:00","BZN|MK","Without Sequence","82.79","",""
"11/04/2025 05:00:00 - 11/04/2025 06:00:00","BZN|MK","Without Sequence","95.00","",""
"11/04/2025 06:00:00 - 11/04/2025 07:00:00","BZN|MK","Without Sequence","121.29","",""
"11/04/2025 07:00:00 - 11/04/2025 08:00:00","BZN|MK","Without Sequence","123.75","",""
"11/04/2025 08:00:00 - 11/04/2025 09:00:00","BZN|MK","Without Sequence","81.56","",""
"11/04/2025 09:00:00 - 11/04/2025 10:00:00","BZN|MK","Without Sequence","40.04","",""
"11/04/2025 10:00:00 - 11/04/2025 11:00:00","BZN|MK","Without Sequence","6.06","",""
"11/04/2025 11:00:00 - 11/04/2025 12:00:00","BZN|MK","Without Sequence","0.10","",""
"11/04/2025 12:00:00 - 11/04/2025 13:00:00","BZN|MK","Without Sequence","0.10","",""
"11/04/2025 13:00:00 - 11/04/2025 14:00:00","BZN|MK","Without Sequence","0.10","",""
"11/04/2025 14:00:00 - 11/04/2025 15:00:00","BZN|MK","Without Sequence","1.07","",""
"11/04/2025 15:00:00 - 11/04/2025 16:00:00","BZN|MK","Without Sequence","9.06","",""
"11/04/2025 16:00:00 - 11/04/2025 17:00:00","BZN|MK","Without Sequence","67.21","",""
"11/04/2025 17:00:00 - 11/04/2025 18:00:00","BZN|MK","Without Sequence","99.64","",""
"11/04/2025 18:00:00 - 11/04/2025 19:00:00","BZN|MK","Without Sequence","134.28","",""
"11/04/2025 19:00:00 - 11/04/2025 20:00:00","BZN|MK","Without Sequence","177.13","",""
"11/04/2025 20:00:00 - 11/04/2025 21:00:00","BZN|MK","Without Sequence","194.46","",""
"11/04/2025 21:00:00 - 11/04/2025 22:00:00","BZN|MK","Without Sequence","155.08","",""
"11/04/2025 22:00:00 - 11/04/2025 23:00:00","BZN|MK","Without Sequence","125.00","",""
"11/04/2025 23:00:00 - 12/04/2025 00:00:00","BZN|MK","Without Sequence","119.99","",""
"12/04/2025 00:00:00 - 12/04/2025 01:00:00","BZN|MK","Without Sequence","117.87","",""
"12/04/2025 01:00:00 - 12/04/2025 02:00:00","BZN|MK","Without Sequence","111.10","",""
"12/04/2025 02:00:00 - 12/04/2025 03:00:00","BZN|MK","Without Sequence","104.99","",""
"12/04/2025 03:00:00 - 12/04/2025 04:00:00","BZN|MK","Without Sequence","103.30","",""
"12/04/2025 04:00:00 - 12/04/2025 05:00:00","BZN|MK","Without Sequence","101.75","",""
"12/04/2025 05:00:00 - 12/04/2025 06:00:00","BZN|MK","Without Sequence","103.81","",""
"12/04/2025 06:00:00 - 12/04/2025 07:00:00","BZN|MK","Without Sequence","111.00","",""
"12/04/2025 07:00:00 - 12/04/2025 08:00:00","BZN|MK","Without Sequence","108.05","",""
"12/04/2025 08:00:00 - 12/04/2025 09:00:00","BZN|MK","Without Sequence","85.00","",""
"12/04/2025 09:00:00 - 12/04/2025 10:00:00","BZN|MK","Without Sequence","55.04","",""
"12/04/2025 10:00:00 - 12/04/2025 11:00:00","BZN|MK","Without Sequence","15.18","",""
"12/04/2025 11:00:00 - 12/04/2025 12:00:00","BZN|MK","Without Sequence","0.17","",""
"12/04/2025 12:00:00 - 12/04/2025 13:00:00","BZN|MK","Without Sequence","0.10","",""
"12/04/2025 13:00:00 - 12/04/2025 14:00:00","BZN|MK","Without Sequence","0.13","",""
"12/04/2025 14:00:00 - 12/04/2025 15:00:00","BZN|MK","Without Sequence","0.14","",""
"12/04/2025 15:00:00 - 12/04/2025 16:00:00","BZN|MK","Without Sequence","0.16","",""
"12/04/2025 16:00:00 - 12/04/2025 17:00:00","BZN|MK","Without Sequence","15.48","",""
"12/04/2025 17:00:00 - 12/04/2025 18:00:00","BZN|MK","Without Sequence","64.12","",""
"12/04/2025 18:00:00 - 12/04/2025 19:00:00","BZN|MK","Without Sequence","114.00","",""
"12/04/2025 19:00:00 - 12/04/2025 20:00:00","BZN|MK","Without Sequence","139.05","",""
"12/04/2025 20:00:00 - 12/04/2025 21:00:00","BZN|MK","Without Sequence","139.29","",""
"12/04/2025 21:00:00 - 12/04/2025 22:00:00","BZN|MK","Without Sequence","117.54","",""
"12/04/2025 22:00:00 - 12/04/2025 23:00:00","BZN|MK","Without Sequence","107.78","",""
"12/04/2025 23:00:00 - 13/04/2025 00:00:00","BZN|MK","Without Sequence","93.81","",""
"13/04/2025 00:00:00 - 13/04/2025 01:00:00","BZN|MK","Without Sequence","106.54","",""
"13/04/2025 01:00:00 - 13/04/2025 02:00:00","BZN|MK","Without Sequence","93.05","",""
"13/04/2025 02:00:00 - 13/04/2025 03:00:00","BZN|MK","Without Sequence","74.18","",""
"13/04/2025 03:00:00 - 13/04/2025 04:00:00","BZN|MK","Without Sequence","57.47","",""
"13/04/2025 04:00:00 - 13/04/2025 05:00:00","BZN|MK","Without Sequence","55.51","",""
"13/04/2025 05:00:00 - 13/04/2025 06:00:00","BZN|MK","Without Sequence","65.75","",""
"13/04/2025 06:00:00 - 13/04/2025 07:00:00","BZN|MK","Without Sequence","65.76","",""
"13/04/2025 07:00:00 - 13/04/2025 08:00:00","BZN|MK","Without Sequence","63.06","",""
"13/04/2025 08:00:00 - 13/04/2025 09:00:00","BZN|MK","Without Sequence","29.49","",""
"13/04/2025 09:00:00 - 13/04/2025 10:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 10:00:00 - 13/04/2025 11:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 11:00:00 - 13/04/2025 12:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 12:00:00 - 13/04/2025 13:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 13:00:00 - 13/04/2025 14:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 14:00:00 - 13/04/2025 15:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 15:00:00 - 13/04/2025 16:00:00","BZN|MK","Without Sequence","0.10","",""
"13/04/2025 16:00:00 - 13/04/2025 17:00:00","BZN|MK","Without Sequence","9.14","",""
"13/04/2025 17:00:00 - 13/04/2025 18:00:00","BZN|MK","Without Sequence","91.12","",""
"13/04/2025 18:00:00 - 13/04/2025 19:00:00","BZN|MK","Without Sequence","107.64","",""
"13/04/2025 19:00:00 - 13/04/2025 20:00:00","BZN|MK","Without Sequence","125.04","",""
"13/04/2025 20:00:00 - 13/04/2025 21:00:00","BZN|MK","Without Sequence","131.14","",""
"13/04/2025 21:00:00 - 13/04/2025 22:00:00","BZN|MK","Without Sequence","121.40","",""
"13/04/2025 22:00:00 - 13/04/2025 23:00:00","BZN|MK","Without Sequence","114.00","",""
"13/04/2025 23:00:00 - 14/04/2025 00:00:00","BZN|MK","Without Sequence","105.82","",""
"14/04/2025 00:00:00 - 14/04/2025 01:00:00","BZN|MK","Without Sequence","103.11","",""
"14/04/2025 01:00:00 - 14/04/2025 02:00:00","BZN|MK","Without Sequence","96.87","",""
"14/04/2025 02:00:00 - 14/04/2025 03:00:00","BZN|MK","Without Sequence","91.43","",""
"14/04/2025 03:00:00 - 14/04/2025 04:00:00","BZN|MK","Without Sequence","91.85","",""
"14/04/2025 04:00:00 - 14/04/2025 05:00:00","BZN|MK","Without Sequence","95.47","",""
"14/04/2025 05:00:00 - 14/04/2025 06:00:00","BZN|MK","Without Sequence","107.47","",""
"14/04/2025 06:00:00 - 14/04/2025 07:00:00","BZN|MK","Without Sequence","131.66","",""
"14/04/2025 07:00:00 - 14/04/2025 08:00:00","BZN|MK","Without Sequence","143.86","",""
