"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/11/2023 03:00:00 - 25/11/2023 04:00:00","BZN|MK","Without Sequence","48.34","",""
"25/11/2023 04:00:00 - 25/11/2023 05:00:00","BZN|MK","Without Sequence","48.02","",""
"25/11/2023 05:00:00 - 25/11/2023 06:00:00","BZN|MK","Without Sequence","64.92","",""
"25/11/2023 06:00:00 - 25/11/2023 07:00:00","BZN|MK","Without Sequence","71.52","",""
"25/11/2023 07:00:00 - 25/11/2023 08:00:00","BZN|MK","Without Sequence","83.05","",""
"25/11/2023 08:00:00 - 25/11/2023 09:00:00","BZN|MK","Without Sequence","98.00","",""
"25/11/2023 09:00:00 - 25/11/2023 10:00:00","BZN|MK","Without Sequence","97.98","",""
"25/11/2023 10:00:00 - 25/11/2023 11:00:00","BZN|MK","Without Sequence","98.00","",""
"25/11/2023 11:00:00 - 25/11/2023 12:00:00","BZN|MK","Without Sequence","97.39","",""
"25/11/2023 12:00:00 - 25/11/2023 13:00:00","BZN|MK","Without Sequence","87.27","",""
"25/11/2023 13:00:00 - 25/11/2023 14:00:00","BZN|MK","Without Sequence","97.67","",""
"25/11/2023 14:00:00 - 25/11/2023 15:00:00","BZN|MK","Without Sequence","99.00","",""
"25/11/2023 15:00:00 - 25/11/2023 16:00:00","BZN|MK","Without Sequence","111.79","",""
"25/11/2023 16:00:00 - 25/11/2023 17:00:00","BZN|MK","Without Sequence","115.00","",""
"25/11/2023 17:00:00 - 25/11/2023 18:00:00","BZN|MK","Without Sequence","120.87","",""
"25/11/2023 18:00:00 - 25/11/2023 19:00:00","BZN|MK","Without Sequence","110.22","",""
"25/11/2023 19:00:00 - 25/11/2023 20:00:00","BZN|MK","Without Sequence","105.26","",""
"25/11/2023 20:00:00 - 25/11/2023 21:00:00","BZN|MK","Without Sequence","100.90","",""
"25/11/2023 21:00:00 - 25/11/2023 22:00:00","BZN|MK","Without Sequence","98.00","",""
"25/11/2023 22:00:00 - 25/11/2023 23:00:00","BZN|MK","Without Sequence","110.00","",""
"25/11/2023 23:00:00 - 26/11/2023 00:00:00","BZN|MK","Without Sequence","100.00","",""
"26/11/2023 00:00:00 - 26/11/2023 01:00:00","BZN|MK","Without Sequence","100.00","",""
"26/11/2023 01:00:00 - 26/11/2023 02:00:00","BZN|MK","Without Sequence","80.00","",""
"26/11/2023 02:00:00 - 26/11/2023 03:00:00","BZN|MK","Without Sequence","74.04","",""
"26/11/2023 03:00:00 - 26/11/2023 04:00:00","BZN|MK","Without Sequence","74.98","",""
"26/11/2023 04:00:00 - 26/11/2023 05:00:00","BZN|MK","Without Sequence","74.98","",""
"26/11/2023 05:00:00 - 26/11/2023 06:00:00","BZN|MK","Without Sequence","80.00","",""
"26/11/2023 06:00:00 - 26/11/2023 07:00:00","BZN|MK","Without Sequence","90.00","",""
"26/11/2023 07:00:00 - 26/11/2023 08:00:00","BZN|MK","Without Sequence","100.00","",""
"26/11/2023 08:00:00 - 26/11/2023 09:00:00","BZN|MK","Without Sequence","102.48","",""
"26/11/2023 09:00:00 - 26/11/2023 10:00:00","BZN|MK","Without Sequence","107.74","",""
"26/11/2023 10:00:00 - 26/11/2023 11:00:00","BZN|MK","Without Sequence","111.82","",""
"26/11/2023 11:00:00 - 26/11/2023 12:00:00","BZN|MK","Without Sequence","111.28","",""
"26/11/2023 12:00:00 - 26/11/2023 13:00:00","BZN|MK","Without Sequence","109.04","",""
"26/11/2023 13:00:00 - 26/11/2023 14:00:00","BZN|MK","Without Sequence","113.55","",""
"26/11/2023 14:00:00 - 26/11/2023 15:00:00","BZN|MK","Without Sequence","115.00","",""
"26/11/2023 15:00:00 - 26/11/2023 16:00:00","BZN|MK","Without Sequence","115.00","",""
"26/11/2023 16:00:00 - 26/11/2023 17:00:00","BZN|MK","Without Sequence","125.98","",""
"26/11/2023 17:00:00 - 26/11/2023 18:00:00","BZN|MK","Without Sequence","138.00","",""
"26/11/2023 18:00:00 - 26/11/2023 19:00:00","BZN|MK","Without Sequence","145.00","",""
"26/11/2023 19:00:00 - 26/11/2023 20:00:00","BZN|MK","Without Sequence","138.00","",""
"26/11/2023 20:00:00 - 26/11/2023 21:00:00","BZN|MK","Without Sequence","131.00","",""
"26/11/2023 21:00:00 - 26/11/2023 22:00:00","BZN|MK","Without Sequence","119.00","",""
"26/11/2023 22:00:00 - 26/11/2023 23:00:00","BZN|MK","Without Sequence","112.00","",""
"26/11/2023 23:00:00 - 27/11/2023 00:00:00","BZN|MK","Without Sequence","110.00","",""
"27/11/2023 00:00:00 - 27/11/2023 01:00:00","BZN|MK","Without Sequence","104.00","",""
"27/11/2023 01:00:00 - 27/11/2023 02:00:00","BZN|MK","Without Sequence","95.53","",""
"27/11/2023 02:00:00 - 27/11/2023 03:00:00","BZN|MK","Without Sequence","82.73","",""
"27/11/2023 03:00:00 - 27/11/2023 04:00:00","BZN|MK","Without Sequence","81.33","",""
"27/11/2023 04:00:00 - 27/11/2023 05:00:00","BZN|MK","Without Sequence","81.58","",""
"27/11/2023 05:00:00 - 27/11/2023 06:00:00","BZN|MK","Without Sequence","98.41","",""
"27/11/2023 06:00:00 - 27/11/2023 07:00:00","BZN|MK","Without Sequence","117.57","",""
"27/11/2023 07:00:00 - 27/11/2023 08:00:00","BZN|MK","Without Sequence","134.55","",""
"27/11/2023 08:00:00 - 27/11/2023 09:00:00","BZN|MK","Without Sequence","142.40","",""
"27/11/2023 09:00:00 - 27/11/2023 10:00:00","BZN|MK","Without Sequence","127.65","",""
"27/11/2023 10:00:00 - 27/11/2023 11:00:00","BZN|MK","Without Sequence","120.51","",""
"27/11/2023 11:00:00 - 27/11/2023 12:00:00","BZN|MK","Without Sequence","120.00","",""
"27/11/2023 12:00:00 - 27/11/2023 13:00:00","BZN|MK","Without Sequence","120.00","",""
"27/11/2023 13:00:00 - 27/11/2023 14:00:00","BZN|MK","Without Sequence","120.00","",""
"27/11/2023 14:00:00 - 27/11/2023 15:00:00","BZN|MK","Without Sequence","125.57","",""
"27/11/2023 15:00:00 - 27/11/2023 16:00:00","BZN|MK","Without Sequence","133.19","",""
"27/11/2023 16:00:00 - 27/11/2023 17:00:00","BZN|MK","Without Sequence","138.88","",""
"27/11/2023 17:00:00 - 27/11/2023 18:00:00","BZN|MK","Without Sequence","142.50","",""
"27/11/2023 18:00:00 - 27/11/2023 19:00:00","BZN|MK","Without Sequence","149.00","",""
"27/11/2023 19:00:00 - 27/11/2023 20:00:00","BZN|MK","Without Sequence","141.74","",""
"27/11/2023 20:00:00 - 27/11/2023 21:00:00","BZN|MK","Without Sequence","131.68","",""
"27/11/2023 21:00:00 - 27/11/2023 22:00:00","BZN|MK","Without Sequence","122.04","",""
"27/11/2023 22:00:00 - 27/11/2023 23:00:00","BZN|MK","Without Sequence","135.00","",""
"27/11/2023 23:00:00 - 28/11/2023 00:00:00","BZN|MK","Without Sequence","130.00","",""
"28/11/2023 00:00:00 - 28/11/2023 01:00:00","BZN|MK","Without Sequence","95.41","",""
"28/11/2023 01:00:00 - 28/11/2023 02:00:00","BZN|MK","Without Sequence","88.00","",""
"28/11/2023 02:00:00 - 28/11/2023 03:00:00","BZN|MK","Without Sequence","82.00","",""
"28/11/2023 03:00:00 - 28/11/2023 04:00:00","BZN|MK","Without Sequence","75.55","",""
"28/11/2023 04:00:00 - 28/11/2023 05:00:00","BZN|MK","Without Sequence","78.71","",""
"28/11/2023 05:00:00 - 28/11/2023 06:00:00","BZN|MK","Without Sequence","91.70","",""
"28/11/2023 06:00:00 - 28/11/2023 07:00:00","BZN|MK","Without Sequence","119.18","",""
"28/11/2023 07:00:00 - 28/11/2023 08:00:00","BZN|MK","Without Sequence","125.69","",""
"28/11/2023 08:00:00 - 28/11/2023 09:00:00","BZN|MK","Without Sequence","135.41","",""
"28/11/2023 09:00:00 - 28/11/2023 10:00:00","BZN|MK","Without Sequence","125.00","",""
"28/11/2023 10:00:00 - 28/11/2023 11:00:00","BZN|MK","Without Sequence","119.89","",""
"28/11/2023 11:00:00 - 28/11/2023 12:00:00","BZN|MK","Without Sequence","129.64","",""
"28/11/2023 12:00:00 - 28/11/2023 13:00:00","BZN|MK","Without Sequence","127.22","",""
"28/11/2023 13:00:00 - 28/11/2023 14:00:00","BZN|MK","Without Sequence","129.12","",""
"28/11/2023 14:00:00 - 28/11/2023 15:00:00","BZN|MK","Without Sequence","130.00","",""
"28/11/2023 15:00:00 - 28/11/2023 16:00:00","BZN|MK","Without Sequence","137.64","",""
"28/11/2023 16:00:00 - 28/11/2023 17:00:00","BZN|MK","Without Sequence","143.79","",""
"28/11/2023 17:00:00 - 28/11/2023 18:00:00","BZN|MK","Without Sequence","154.56","",""
"28/11/2023 18:00:00 - 28/11/2023 19:00:00","BZN|MK","Without Sequence","150.00","",""
"28/11/2023 19:00:00 - 28/11/2023 20:00:00","BZN|MK","Without Sequence","140.42","",""
"28/11/2023 20:00:00 - 28/11/2023 21:00:00","BZN|MK","Without Sequence","135.00","",""
"28/11/2023 21:00:00 - 28/11/2023 22:00:00","BZN|MK","Without Sequence","121.00","",""
"28/11/2023 22:00:00 - 28/11/2023 23:00:00","BZN|MK","Without Sequence","115.88","",""
"28/11/2023 23:00:00 - 29/11/2023 00:00:00","BZN|MK","Without Sequence","100.44","",""
"29/11/2023 00:00:00 - 29/11/2023 01:00:00","BZN|MK","Without Sequence","86.00","",""
"29/11/2023 01:00:00 - 29/11/2023 02:00:00","BZN|MK","Without Sequence","51.00","",""
"29/11/2023 02:00:00 - 29/11/2023 03:00:00","BZN|MK","Without Sequence","45.00","",""
"29/11/2023 03:00:00 - 29/11/2023 04:00:00","BZN|MK","Without Sequence","20.00","",""
"29/11/2023 04:00:00 - 29/11/2023 05:00:00","BZN|MK","Without Sequence","50.00","",""
"29/11/2023 05:00:00 - 29/11/2023 06:00:00","BZN|MK","Without Sequence","73.00","",""
"29/11/2023 06:00:00 - 29/11/2023 07:00:00","BZN|MK","Without Sequence","107.00","",""
"29/11/2023 07:00:00 - 29/11/2023 08:00:00","BZN|MK","Without Sequence","123.00","",""
"29/11/2023 08:00:00 - 29/11/2023 09:00:00","BZN|MK","Without Sequence","128.00","",""
"29/11/2023 09:00:00 - 29/11/2023 10:00:00","BZN|MK","Without Sequence","129.00","",""
"29/11/2023 10:00:00 - 29/11/2023 11:00:00","BZN|MK","Without Sequence","130.00","",""
"29/11/2023 11:00:00 - 29/11/2023 12:00:00","BZN|MK","Without Sequence","130.00","",""
"29/11/2023 12:00:00 - 29/11/2023 13:00:00","BZN|MK","Without Sequence","127.00","",""
"29/11/2023 13:00:00 - 29/11/2023 14:00:00","BZN|MK","Without Sequence","131.00","",""
"29/11/2023 14:00:00 - 29/11/2023 15:00:00","BZN|MK","Without Sequence","136.00","",""
"29/11/2023 15:00:00 - 29/11/2023 16:00:00","BZN|MK","Without Sequence","147.00","",""
"29/11/2023 16:00:00 - 29/11/2023 17:00:00","BZN|MK","Without Sequence","158.00","",""
"29/11/2023 17:00:00 - 29/11/2023 18:00:00","BZN|MK","Without Sequence","184.00","",""
"29/11/2023 18:00:00 - 29/11/2023 19:00:00","BZN|MK","Without Sequence","172.00","",""
"29/11/2023 19:00:00 - 29/11/2023 20:00:00","BZN|MK","Without Sequence","154.00","",""
"29/11/2023 20:00:00 - 29/11/2023 21:00:00","BZN|MK","Without Sequence","135.00","",""
"29/11/2023 21:00:00 - 29/11/2023 22:00:00","BZN|MK","Without Sequence","125.00","",""
"29/11/2023 22:00:00 - 29/11/2023 23:00:00","BZN|MK","Without Sequence","120.00","",""
"29/11/2023 23:00:00 - 30/11/2023 00:00:00","BZN|MK","Without Sequence","110.00","",""
"30/11/2023 00:00:00 - 30/11/2023 01:00:00","BZN|MK","Without Sequence","110.00","",""
"30/11/2023 01:00:00 - 30/11/2023 02:00:00","BZN|MK","Without Sequence","102.00","",""
"30/11/2023 02:00:00 - 30/11/2023 03:00:00","BZN|MK","Without Sequence","100.00","",""
"30/11/2023 03:00:00 - 30/11/2023 04:00:00","BZN|MK","Without Sequence","98.91","",""
"30/11/2023 04:00:00 - 30/11/2023 05:00:00","BZN|MK","Without Sequence","100.00","",""
"30/11/2023 05:00:00 - 30/11/2023 06:00:00","BZN|MK","Without Sequence","107.82","",""
"30/11/2023 06:00:00 - 30/11/2023 07:00:00","BZN|MK","Without Sequence","142.60","",""
"30/11/2023 07:00:00 - 30/11/2023 08:00:00","BZN|MK","Without Sequence","175.00","",""
"30/11/2023 08:00:00 - 30/11/2023 09:00:00","BZN|MK","Without Sequence","182.10","",""
"30/11/2023 09:00:00 - 30/11/2023 10:00:00","BZN|MK","Without Sequence","165.00","",""
"30/11/2023 10:00:00 - 30/11/2023 11:00:00","BZN|MK","Without Sequence","149.38","",""
"30/11/2023 11:00:00 - 30/11/2023 12:00:00","BZN|MK","Without Sequence","148.48","",""
"30/11/2023 12:00:00 - 30/11/2023 13:00:00","BZN|MK","Without Sequence","141.79","",""
"30/11/2023 13:00:00 - 30/11/2023 14:00:00","BZN|MK","Without Sequence","151.93","",""
"30/11/2023 14:00:00 - 30/11/2023 15:00:00","BZN|MK","Without Sequence","169.54","",""
"30/11/2023 15:00:00 - 30/11/2023 16:00:00","BZN|MK","Without Sequence","213.58","",""
"30/11/2023 16:00:00 - 30/11/2023 17:00:00","BZN|MK","Without Sequence","238.19","",""
"30/11/2023 17:00:00 - 30/11/2023 18:00:00","BZN|MK","Without Sequence","243.93","",""
"30/11/2023 18:00:00 - 30/11/2023 19:00:00","BZN|MK","Without Sequence","225.94","",""
"30/11/2023 19:00:00 - 30/11/2023 20:00:00","BZN|MK","Without Sequence","196.65","",""
"30/11/2023 20:00:00 - 30/11/2023 21:00:00","BZN|MK","Without Sequence","160.66","",""
"30/11/2023 21:00:00 - 30/11/2023 22:00:00","BZN|MK","Without Sequence","140.23","",""
"30/11/2023 22:00:00 - 30/11/2023 23:00:00","BZN|MK","Without Sequence","125.24","",""
"30/11/2023 23:00:00 - 01/12/2023 00:00:00","BZN|MK","Without Sequence","115.00","",""
"01/12/2023 00:00:00 - 01/12/2023 01:00:00","BZN|MK","Without Sequence","102.03","",""
"01/12/2023 01:00:00 - 01/12/2023 02:00:00","BZN|MK","Without Sequence","98.13","",""
"01/12/2023 02:00:00 - 01/12/2023 03:00:00","BZN|MK","Without Sequence","81.56","",""
"01/12/2023 03:00:00 - 01/12/2023 04:00:00","BZN|MK","Without Sequence","79.44","",""
"01/12/2023 04:00:00 - 01/12/2023 05:00:00","BZN|MK","Without Sequence","83.94","",""
"01/12/2023 05:00:00 - 01/12/2023 06:00:00","BZN|MK","Without Sequence","87.96","",""
"01/12/2023 06:00:00 - 01/12/2023 07:00:00","BZN|MK","Without Sequence","112.04","",""
"01/12/2023 07:00:00 - 01/12/2023 08:00:00","BZN|MK","Without Sequence","136.00","",""
"01/12/2023 08:00:00 - 01/12/2023 09:00:00","BZN|MK","Without Sequence","140.69","",""
"01/12/2023 09:00:00 - 01/12/2023 10:00:00","BZN|MK","Without Sequence","140.00","",""
"01/12/2023 10:00:00 - 01/12/2023 11:00:00","BZN|MK","Without Sequence","115.02","",""
"01/12/2023 11:00:00 - 01/12/2023 12:00:00","BZN|MK","Without Sequence","113.02","",""
"01/12/2023 12:00:00 - 01/12/2023 13:00:00","BZN|MK","Without Sequence","102.46","",""
"01/12/2023 13:00:00 - 01/12/2023 14:00:00","BZN|MK","Without Sequence","110.04","",""
"01/12/2023 14:00:00 - 01/12/2023 15:00:00","BZN|MK","Without Sequence","131.88","",""
"01/12/2023 15:00:00 - 01/12/2023 16:00:00","BZN|MK","Without Sequence","131.21","",""
"01/12/2023 16:00:00 - 01/12/2023 17:00:00","BZN|MK","Without Sequence","180.00","",""
"01/12/2023 17:00:00 - 01/12/2023 18:00:00","BZN|MK","Without Sequence","180.00","",""
"01/12/2023 18:00:00 - 01/12/2023 19:00:00","BZN|MK","Without Sequence","162.88","",""
"01/12/2023 19:00:00 - 01/12/2023 20:00:00","BZN|MK","Without Sequence","150.00","",""
"01/12/2023 20:00:00 - 01/12/2023 21:00:00","BZN|MK","Without Sequence","133.86","",""
"01/12/2023 21:00:00 - 01/12/2023 22:00:00","BZN|MK","Without Sequence","117.82","",""
"01/12/2023 22:00:00 - 01/12/2023 23:00:00","BZN|MK","Without Sequence","103.45","",""
"01/12/2023 23:00:00 - 02/12/2023 00:00:00","BZN|MK","Without Sequence","98.01","",""
"02/12/2023 00:00:00 - 02/12/2023 01:00:00","BZN|MK","Without Sequence","67.00","",""
"02/12/2023 01:00:00 - 02/12/2023 02:00:00","BZN|MK","Without Sequence","59.21","",""
"02/12/2023 02:00:00 - 02/12/2023 03:00:00","BZN|MK","Without Sequence","35.71","",""
"02/12/2023 03:00:00 - 02/12/2023 04:00:00","BZN|MK","Without Sequence","30.03","",""
"02/12/2023 04:00:00 - 02/12/2023 05:00:00","BZN|MK","Without Sequence","39.83","",""
"02/12/2023 05:00:00 - 02/12/2023 06:00:00","BZN|MK","Without Sequence","37.61","",""
"02/12/2023 06:00:00 - 02/12/2023 07:00:00","BZN|MK","Without Sequence","54.01","",""
"02/12/2023 07:00:00 - 02/12/2023 08:00:00","BZN|MK","Without Sequence","77.31","",""
"02/12/2023 08:00:00 - 02/12/2023 09:00:00","BZN|MK","Without Sequence","90.06","",""
"02/12/2023 09:00:00 - 02/12/2023 10:00:00","BZN|MK","Without Sequence","61.09","",""
"02/12/2023 10:00:00 - 02/12/2023 11:00:00","BZN|MK","Without Sequence","60.04","",""
"02/12/2023 11:00:00 - 02/12/2023 12:00:00","BZN|MK","Without Sequence","61.37","",""
"02/12/2023 12:00:00 - 02/12/2023 13:00:00","BZN|MK","Without Sequence","60.04","",""
"02/12/2023 13:00:00 - 02/12/2023 14:00:00","BZN|MK","Without Sequence","77.52","",""
"02/12/2023 14:00:00 - 02/12/2023 15:00:00","BZN|MK","Without Sequence","89.37","",""
"02/12/2023 15:00:00 - 02/12/2023 16:00:00","BZN|MK","Without Sequence","100.00","",""
"02/12/2023 16:00:00 - 02/12/2023 17:00:00","BZN|MK","Without Sequence","121.28","",""
"02/12/2023 17:00:00 - 02/12/2023 18:00:00","BZN|MK","Without Sequence","131.98","",""
"02/12/2023 18:00:00 - 02/12/2023 19:00:00","BZN|MK","Without Sequence","121.46","",""
"02/12/2023 19:00:00 - 02/12/2023 20:00:00","BZN|MK","Without Sequence","140.00","",""
"02/12/2023 20:00:00 - 02/12/2023 21:00:00","BZN|MK","Without Sequence","86.10","",""
"02/12/2023 21:00:00 - 02/12/2023 22:00:00","BZN|MK","Without Sequence","71.69","",""
"02/12/2023 22:00:00 - 02/12/2023 23:00:00","BZN|MK","Without Sequence","69.12","",""
"02/12/2023 23:00:00 - 03/12/2023 00:00:00","BZN|MK","Without Sequence","63.74","",""
"03/12/2023 00:00:00 - 03/12/2023 01:00:00","BZN|MK","Without Sequence","98.00","",""
"03/12/2023 01:00:00 - 03/12/2023 02:00:00","BZN|MK","Without Sequence","91.67","",""
"03/12/2023 02:00:00 - 03/12/2023 03:00:00","BZN|MK","Without Sequence","73.72","",""
"03/12/2023 03:00:00 - 03/12/2023 04:00:00","BZN|MK","Without Sequence","71.47","",""
"03/12/2023 04:00:00 - 03/12/2023 05:00:00","BZN|MK","Without Sequence","69.90","",""
"03/12/2023 05:00:00 - 03/12/2023 06:00:00","BZN|MK","Without Sequence","81.51","",""
"03/12/2023 06:00:00 - 03/12/2023 07:00:00","BZN|MK","Without Sequence","87.24","",""
"03/12/2023 07:00:00 - 03/12/2023 08:00:00","BZN|MK","Without Sequence","101.34","",""
"03/12/2023 08:00:00 - 03/12/2023 09:00:00","BZN|MK","Without Sequence","102.04","",""
"03/12/2023 09:00:00 - 03/12/2023 10:00:00","BZN|MK","Without Sequence","102.55","",""
"03/12/2023 10:00:00 - 03/12/2023 11:00:00","BZN|MK","Without Sequence","100.15","",""
"03/12/2023 11:00:00 - 03/12/2023 12:00:00","BZN|MK","Without Sequence","100.00","",""
"03/12/2023 12:00:00 - 03/12/2023 13:00:00","BZN|MK","Without Sequence","100.00","",""
"03/12/2023 13:00:00 - 03/12/2023 14:00:00","BZN|MK","Without Sequence","100.00","",""
"03/12/2023 14:00:00 - 03/12/2023 15:00:00","BZN|MK","Without Sequence","103.70","",""
"03/12/2023 15:00:00 - 03/12/2023 16:00:00","BZN|MK","Without Sequence","110.00","",""
"03/12/2023 16:00:00 - 03/12/2023 17:00:00","BZN|MK","Without Sequence","115.00","",""
"03/12/2023 17:00:00 - 03/12/2023 18:00:00","BZN|MK","Without Sequence","121.75","",""
"03/12/2023 18:00:00 - 03/12/2023 19:00:00","BZN|MK","Without Sequence","115.00","",""
"03/12/2023 19:00:00 - 03/12/2023 20:00:00","BZN|MK","Without Sequence","120.00","",""
"03/12/2023 20:00:00 - 03/12/2023 21:00:00","BZN|MK","Without Sequence","110.00","",""
"03/12/2023 21:00:00 - 03/12/2023 22:00:00","BZN|MK","Without Sequence","114.95","",""
"03/12/2023 22:00:00 - 03/12/2023 23:00:00","BZN|MK","Without Sequence","98.00","",""
"03/12/2023 23:00:00 - 04/12/2023 00:00:00","BZN|MK","Without Sequence","98.00","",""
"04/12/2023 00:00:00 - 04/12/2023 01:00:00","BZN|MK","Without Sequence","115.84","",""
"04/12/2023 01:00:00 - 04/12/2023 02:00:00","BZN|MK","Without Sequence","100.00","",""
"04/12/2023 02:00:00 - 04/12/2023 03:00:00","BZN|MK","Without Sequence","88.03","",""
"04/12/2023 03:00:00 - 04/12/2023 04:00:00","BZN|MK","Without Sequence","83.27","",""
"04/12/2023 04:00:00 - 04/12/2023 05:00:00","BZN|MK","Without Sequence","83.46","",""
"04/12/2023 05:00:00 - 04/12/2023 06:00:00","BZN|MK","Without Sequence","91.26","",""
"04/12/2023 06:00:00 - 04/12/2023 07:00:00","BZN|MK","Without Sequence","123.59","",""
"04/12/2023 07:00:00 - 04/12/2023 08:00:00","BZN|MK","Without Sequence","140.97","",""
"04/12/2023 08:00:00 - 04/12/2023 09:00:00","BZN|MK","Without Sequence","156.33","",""
"04/12/2023 09:00:00 - 04/12/2023 10:00:00","BZN|MK","Without Sequence","151.03","",""
"04/12/2023 10:00:00 - 04/12/2023 11:00:00","BZN|MK","Without Sequence","140.00","",""
"04/12/2023 11:00:00 - 04/12/2023 12:00:00","BZN|MK","Without Sequence","134.03","",""
"04/12/2023 12:00:00 - 04/12/2023 13:00:00","BZN|MK","Without Sequence","133.24","",""
"04/12/2023 13:00:00 - 04/12/2023 14:00:00","BZN|MK","Without Sequence","138.77","",""
"04/12/2023 14:00:00 - 04/12/2023 15:00:00","BZN|MK","Without Sequence","151.44","",""
"04/12/2023 15:00:00 - 04/12/2023 16:00:00","BZN|MK","Without Sequence","160.26","",""
"04/12/2023 16:00:00 - 04/12/2023 17:00:00","BZN|MK","Without Sequence","164.11","",""
"04/12/2023 17:00:00 - 04/12/2023 18:00:00","BZN|MK","Without Sequence","175.10","",""
"04/12/2023 18:00:00 - 04/12/2023 19:00:00","BZN|MK","Without Sequence","157.54","",""
"04/12/2023 19:00:00 - 04/12/2023 20:00:00","BZN|MK","Without Sequence","160.77","",""
"04/12/2023 20:00:00 - 04/12/2023 21:00:00","BZN|MK","Without Sequence","137.07","",""
"04/12/2023 21:00:00 - 04/12/2023 22:00:00","BZN|MK","Without Sequence","125.00","",""
"04/12/2023 22:00:00 - 04/12/2023 23:00:00","BZN|MK","Without Sequence","125.00","",""
"04/12/2023 23:00:00 - 05/12/2023 00:00:00","BZN|MK","Without Sequence","116.00","",""
"05/12/2023 00:00:00 - 05/12/2023 01:00:00","BZN|MK","Without Sequence","107.66","",""
"05/12/2023 01:00:00 - 05/12/2023 02:00:00","BZN|MK","Without Sequence","96.76","",""
"05/12/2023 02:00:00 - 05/12/2023 03:00:00","BZN|MK","Without Sequence","86.22","",""
"05/12/2023 03:00:00 - 05/12/2023 04:00:00","BZN|MK","Without Sequence","80.83","",""
"05/12/2023 04:00:00 - 05/12/2023 05:00:00","BZN|MK","Without Sequence","81.93","",""
"05/12/2023 05:00:00 - 05/12/2023 06:00:00","BZN|MK","Without Sequence","92.01","",""
"05/12/2023 06:00:00 - 05/12/2023 07:00:00","BZN|MK","Without Sequence","116.40","",""
"05/12/2023 07:00:00 - 05/12/2023 08:00:00","BZN|MK","Without Sequence","135.13","",""
"05/12/2023 08:00:00 - 05/12/2023 09:00:00","BZN|MK","Without Sequence","158.36","",""
"05/12/2023 09:00:00 - 05/12/2023 10:00:00","BZN|MK","Without Sequence","152.31","",""
"05/12/2023 10:00:00 - 05/12/2023 11:00:00","BZN|MK","Without Sequence","141.00","",""
"05/12/2023 11:00:00 - 05/12/2023 12:00:00","BZN|MK","Without Sequence","140.33","",""
"05/12/2023 12:00:00 - 05/12/2023 13:00:00","BZN|MK","Without Sequence","140.00","",""
"05/12/2023 13:00:00 - 05/12/2023 14:00:00","BZN|MK","Without Sequence","140.00","",""
"05/12/2023 14:00:00 - 05/12/2023 15:00:00","BZN|MK","Without Sequence","148.53","",""
"05/12/2023 15:00:00 - 05/12/2023 16:00:00","BZN|MK","Without Sequence","154.03","",""
"05/12/2023 16:00:00 - 05/12/2023 17:00:00","BZN|MK","Without Sequence","178.87","",""
"05/12/2023 17:00:00 - 05/12/2023 18:00:00","BZN|MK","Without Sequence","184.00","",""
"05/12/2023 18:00:00 - 05/12/2023 19:00:00","BZN|MK","Without Sequence","172.00","",""
"05/12/2023 19:00:00 - 05/12/2023 20:00:00","BZN|MK","Without Sequence","156.28","",""
"05/12/2023 20:00:00 - 05/12/2023 21:00:00","BZN|MK","Without Sequence","133.74","",""
"05/12/2023 21:00:00 - 05/12/2023 22:00:00","BZN|MK","Without Sequence","129.54","",""
"05/12/2023 22:00:00 - 05/12/2023 23:00:00","BZN|MK","Without Sequence","129.94","",""
"05/12/2023 23:00:00 - 06/12/2023 00:00:00","BZN|MK","Without Sequence","119.86","",""
"06/12/2023 00:00:00 - 06/12/2023 01:00:00","BZN|MK","Without Sequence","106.09","",""
"06/12/2023 01:00:00 - 06/12/2023 02:00:00","BZN|MK","Without Sequence","100.32","",""
"06/12/2023 02:00:00 - 06/12/2023 03:00:00","BZN|MK","Without Sequence","98.06","",""
"06/12/2023 03:00:00 - 06/12/2023 04:00:00","BZN|MK","Without Sequence","93.66","",""
"06/12/2023 04:00:00 - 06/12/2023 05:00:00","BZN|MK","Without Sequence","98.03","",""
"06/12/2023 05:00:00 - 06/12/2023 06:00:00","BZN|MK","Without Sequence","105.08","",""
"06/12/2023 06:00:00 - 06/12/2023 07:00:00","BZN|MK","Without Sequence","123.28","",""
"06/12/2023 07:00:00 - 06/12/2023 08:00:00","BZN|MK","Without Sequence","142.32","",""
"06/12/2023 08:00:00 - 06/12/2023 09:00:00","BZN|MK","Without Sequence","155.60","",""
"06/12/2023 09:00:00 - 06/12/2023 10:00:00","BZN|MK","Without Sequence","161.07","",""
"06/12/2023 10:00:00 - 06/12/2023 11:00:00","BZN|MK","Without Sequence","157.49","",""
"06/12/2023 11:00:00 - 06/12/2023 12:00:00","BZN|MK","Without Sequence","151.21","",""
"06/12/2023 12:00:00 - 06/12/2023 13:00:00","BZN|MK","Without Sequence","145.02","",""
"06/12/2023 13:00:00 - 06/12/2023 14:00:00","BZN|MK","Without Sequence","140.31","",""
"06/12/2023 14:00:00 - 06/12/2023 15:00:00","BZN|MK","Without Sequence","142.38","",""
"06/12/2023 15:00:00 - 06/12/2023 16:00:00","BZN|MK","Without Sequence","151.57","",""
"06/12/2023 16:00:00 - 06/12/2023 17:00:00","BZN|MK","Without Sequence","168.69","",""
