"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/06/2023 14:00:00 - 05/06/2023 15:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 15:00:00 - 05/06/2023 16:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 16:00:00 - 05/06/2023 17:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 17:00:00 - 05/06/2023 18:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 18:00:00 - 05/06/2023 19:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 19:00:00 - 05/06/2023 20:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 20:00:00 - 05/06/2023 21:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 21:00:00 - 05/06/2023 22:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 22:00:00 - 05/06/2023 23:00:00","BZN|MK","Without Sequence","0.00","",""
"05/06/2023 23:00:00 - 06/06/2023 00:00:00","BZN|MK","Without Sequence","0.00","",""
"06/06/2023 00:00:00 - 06/06/2023 01:00:00","BZN|MK","Without Sequence","89.31","",""
"06/06/2023 01:00:00 - 06/06/2023 02:00:00","BZN|MK","Without Sequence","77.00","",""
"06/06/2023 02:00:00 - 06/06/2023 03:00:00","BZN|MK","Without Sequence","73.75","",""
"06/06/2023 03:00:00 - 06/06/2023 04:00:00","BZN|MK","Without Sequence","72.80","",""
"06/06/2023 04:00:00 - 06/06/2023 05:00:00","BZN|MK","Without Sequence","75.40","",""
"06/06/2023 05:00:00 - 06/06/2023 06:00:00","BZN|MK","Without Sequence","83.60","",""
"06/06/2023 06:00:00 - 06/06/2023 07:00:00","BZN|MK","Without Sequence","105.72","",""
"06/06/2023 07:00:00 - 06/06/2023 08:00:00","BZN|MK","Without Sequence","120.45","",""
"06/06/2023 08:00:00 - 06/06/2023 09:00:00","BZN|MK","Without Sequence","108.00","",""
"06/06/2023 09:00:00 - 06/06/2023 10:00:00","BZN|MK","Without Sequence","96.74","",""
"06/06/2023 10:00:00 - 06/06/2023 11:00:00","BZN|MK","Without Sequence","84.27","",""
"06/06/2023 11:00:00 - 06/06/2023 12:00:00","BZN|MK","Without Sequence","78.93","",""
"06/06/2023 12:00:00 - 06/06/2023 13:00:00","BZN|MK","Without Sequence","72.65","",""
"06/06/2023 13:00:00 - 06/06/2023 14:00:00","BZN|MK","Without Sequence","71.26","",""
"06/06/2023 14:00:00 - 06/06/2023 15:00:00","BZN|MK","Without Sequence","71.34","",""
"06/06/2023 15:00:00 - 06/06/2023 16:00:00","BZN|MK","Without Sequence","74.93","",""
"06/06/2023 16:00:00 - 06/06/2023 17:00:00","BZN|MK","Without Sequence","80.70","",""
"06/06/2023 17:00:00 - 06/06/2023 18:00:00","BZN|MK","Without Sequence","93.30","",""
"06/06/2023 18:00:00 - 06/06/2023 19:00:00","BZN|MK","Without Sequence","104.24","",""
"06/06/2023 19:00:00 - 06/06/2023 20:00:00","BZN|MK","Without Sequence","126.28","",""
"06/06/2023 20:00:00 - 06/06/2023 21:00:00","BZN|MK","Without Sequence","143.62","",""
"06/06/2023 21:00:00 - 06/06/2023 22:00:00","BZN|MK","Without Sequence","123.00","",""
"06/06/2023 22:00:00 - 06/06/2023 23:00:00","BZN|MK","Without Sequence","108.97","",""
"06/06/2023 23:00:00 - 07/06/2023 00:00:00","BZN|MK","Without Sequence","97.48","",""
"07/06/2023 00:00:00 - 07/06/2023 01:00:00","BZN|MK","Without Sequence","70.08","",""
"07/06/2023 01:00:00 - 07/06/2023 02:00:00","BZN|MK","Without Sequence","65.98","",""
"07/06/2023 02:00:00 - 07/06/2023 03:00:00","BZN|MK","Without Sequence","65.51","",""
"07/06/2023 03:00:00 - 07/06/2023 04:00:00","BZN|MK","Without Sequence","66.48","",""
"07/06/2023 04:00:00 - 07/06/2023 05:00:00","BZN|MK","Without Sequence","68.36","",""
"07/06/2023 05:00:00 - 07/06/2023 06:00:00","BZN|MK","Without Sequence","69.50","",""
"07/06/2023 06:00:00 - 07/06/2023 07:00:00","BZN|MK","Without Sequence","89.44","",""
"07/06/2023 07:00:00 - 07/06/2023 08:00:00","BZN|MK","Without Sequence","81.00","",""
"07/06/2023 08:00:00 - 07/06/2023 09:00:00","BZN|MK","Without Sequence","112.31","",""
"07/06/2023 09:00:00 - 07/06/2023 10:00:00","BZN|MK","Without Sequence","96.73","",""
"07/06/2023 10:00:00 - 07/06/2023 11:00:00","BZN|MK","Without Sequence","70.78","",""
"07/06/2023 11:00:00 - 07/06/2023 12:00:00","BZN|MK","Without Sequence","66.97","",""
"07/06/2023 12:00:00 - 07/06/2023 13:00:00","BZN|MK","Without Sequence","63.33","",""
"07/06/2023 13:00:00 - 07/06/2023 14:00:00","BZN|MK","Without Sequence","61.52","",""
"07/06/2023 14:00:00 - 07/06/2023 15:00:00","BZN|MK","Without Sequence","59.74","",""
"07/06/2023 15:00:00 - 07/06/2023 16:00:00","BZN|MK","Without Sequence","73.01","",""
"07/06/2023 16:00:00 - 07/06/2023 17:00:00","BZN|MK","Without Sequence","74.89","",""
"07/06/2023 17:00:00 - 07/06/2023 18:00:00","BZN|MK","Without Sequence","88.40","",""
"07/06/2023 18:00:00 - 07/06/2023 19:00:00","BZN|MK","Without Sequence","106.00","",""
"07/06/2023 19:00:00 - 07/06/2023 20:00:00","BZN|MK","Without Sequence","134.01","",""
"07/06/2023 20:00:00 - 07/06/2023 21:00:00","BZN|MK","Without Sequence","135.09","",""
"07/06/2023 21:00:00 - 07/06/2023 22:00:00","BZN|MK","Without Sequence","119.35","",""
"07/06/2023 22:00:00 - 07/06/2023 23:00:00","BZN|MK","Without Sequence","96.62","",""
"07/06/2023 23:00:00 - 08/06/2023 00:00:00","BZN|MK","Without Sequence","93.67","",""
"08/06/2023 00:00:00 - 08/06/2023 01:00:00","BZN|MK","Without Sequence","81.79","",""
"08/06/2023 01:00:00 - 08/06/2023 02:00:00","BZN|MK","Without Sequence","71.55","",""
"08/06/2023 02:00:00 - 08/06/2023 03:00:00","BZN|MK","Without Sequence","60.86","",""
"08/06/2023 03:00:00 - 08/06/2023 04:00:00","BZN|MK","Without Sequence","58.03","",""
"08/06/2023 04:00:00 - 08/06/2023 05:00:00","BZN|MK","Without Sequence","58.30","",""
"08/06/2023 05:00:00 - 08/06/2023 06:00:00","BZN|MK","Without Sequence","50.00","",""
"08/06/2023 06:00:00 - 08/06/2023 07:00:00","BZN|MK","Without Sequence","65.01","",""
"08/06/2023 07:00:00 - 08/06/2023 08:00:00","BZN|MK","Without Sequence","78.53","",""
"08/06/2023 08:00:00 - 08/06/2023 09:00:00","BZN|MK","Without Sequence","74.91","",""
"08/06/2023 09:00:00 - 08/06/2023 10:00:00","BZN|MK","Without Sequence","64.68","",""
"08/06/2023 10:00:00 - 08/06/2023 11:00:00","BZN|MK","Without Sequence","50.00","",""
"08/06/2023 11:00:00 - 08/06/2023 12:00:00","BZN|MK","Without Sequence","42.34","",""
"08/06/2023 12:00:00 - 08/06/2023 13:00:00","BZN|MK","Without Sequence","42.33","",""
"08/06/2023 13:00:00 - 08/06/2023 14:00:00","BZN|MK","Without Sequence","37.54","",""
"08/06/2023 14:00:00 - 08/06/2023 15:00:00","BZN|MK","Without Sequence","36.94","",""
"08/06/2023 15:00:00 - 08/06/2023 16:00:00","BZN|MK","Without Sequence","39.66","",""
"08/06/2023 16:00:00 - 08/06/2023 17:00:00","BZN|MK","Without Sequence","52.09","",""
"08/06/2023 17:00:00 - 08/06/2023 18:00:00","BZN|MK","Without Sequence","76.49","",""
"08/06/2023 18:00:00 - 08/06/2023 19:00:00","BZN|MK","Without Sequence","90.00","",""
"08/06/2023 19:00:00 - 08/06/2023 20:00:00","BZN|MK","Without Sequence","100.00","",""
"08/06/2023 20:00:00 - 08/06/2023 21:00:00","BZN|MK","Without Sequence","111.15","",""
"08/06/2023 21:00:00 - 08/06/2023 22:00:00","BZN|MK","Without Sequence","103.90","",""
"08/06/2023 22:00:00 - 08/06/2023 23:00:00","BZN|MK","Without Sequence","95.00","",""
"08/06/2023 23:00:00 - 09/06/2023 00:00:00","BZN|MK","Without Sequence","87.00","",""
"09/06/2023 00:00:00 - 09/06/2023 01:00:00","BZN|MK","Without Sequence","83.02","",""
"09/06/2023 01:00:00 - 09/06/2023 02:00:00","BZN|MK","Without Sequence","77.00","",""
"09/06/2023 02:00:00 - 09/06/2023 03:00:00","BZN|MK","Without Sequence","68.62","",""
"09/06/2023 03:00:00 - 09/06/2023 04:00:00","BZN|MK","Without Sequence","64.93","",""
"09/06/2023 04:00:00 - 09/06/2023 05:00:00","BZN|MK","Without Sequence","67.00","",""
"09/06/2023 05:00:00 - 09/06/2023 06:00:00","BZN|MK","Without Sequence","69.64","",""
"09/06/2023 06:00:00 - 09/06/2023 07:00:00","BZN|MK","Without Sequence","84.62","",""
"09/06/2023 07:00:00 - 09/06/2023 08:00:00","BZN|MK","Without Sequence","91.77","",""
"09/06/2023 08:00:00 - 09/06/2023 09:00:00","BZN|MK","Without Sequence","92.00","",""
"09/06/2023 09:00:00 - 09/06/2023 10:00:00","BZN|MK","Without Sequence","91.00","",""
"09/06/2023 10:00:00 - 09/06/2023 11:00:00","BZN|MK","Without Sequence","80.44","",""
"09/06/2023 11:00:00 - 09/06/2023 12:00:00","BZN|MK","Without Sequence","68.00","",""
"09/06/2023 12:00:00 - 09/06/2023 13:00:00","BZN|MK","Without Sequence","59.93","",""
"09/06/2023 13:00:00 - 09/06/2023 14:00:00","BZN|MK","Without Sequence","58.00","",""
"09/06/2023 14:00:00 - 09/06/2023 15:00:00","BZN|MK","Without Sequence","59.30","",""
"09/06/2023 15:00:00 - 09/06/2023 16:00:00","BZN|MK","Without Sequence","67.47","",""
"09/06/2023 16:00:00 - 09/06/2023 17:00:00","BZN|MK","Without Sequence","68.84","",""
"09/06/2023 17:00:00 - 09/06/2023 18:00:00","BZN|MK","Without Sequence","75.00","",""
"09/06/2023 18:00:00 - 09/06/2023 19:00:00","BZN|MK","Without Sequence","84.00","",""
"09/06/2023 19:00:00 - 09/06/2023 20:00:00","BZN|MK","Without Sequence","103.00","",""
"09/06/2023 20:00:00 - 09/06/2023 21:00:00","BZN|MK","Without Sequence","108.00","",""
"09/06/2023 21:00:00 - 09/06/2023 22:00:00","BZN|MK","Without Sequence","99.16","",""
"09/06/2023 22:00:00 - 09/06/2023 23:00:00","BZN|MK","Without Sequence","90.55","",""
"09/06/2023 23:00:00 - 10/06/2023 00:00:00","BZN|MK","Without Sequence","84.77","",""
"10/06/2023 00:00:00 - 10/06/2023 01:00:00","BZN|MK","Without Sequence","76.00","",""
"10/06/2023 01:00:00 - 10/06/2023 02:00:00","BZN|MK","Without Sequence","77.00","",""
"10/06/2023 02:00:00 - 10/06/2023 03:00:00","BZN|MK","Without Sequence","69.65","",""
"10/06/2023 03:00:00 - 10/06/2023 04:00:00","BZN|MK","Without Sequence","63.08","",""
"10/06/2023 04:00:00 - 10/06/2023 05:00:00","BZN|MK","Without Sequence","62.68","",""
"10/06/2023 05:00:00 - 10/06/2023 06:00:00","BZN|MK","Without Sequence","62.89","",""
"10/06/2023 06:00:00 - 10/06/2023 07:00:00","BZN|MK","Without Sequence","70.00","",""
"10/06/2023 07:00:00 - 10/06/2023 08:00:00","BZN|MK","Without Sequence","69.00","",""
"10/06/2023 08:00:00 - 10/06/2023 09:00:00","BZN|MK","Without Sequence","69.94","",""
"10/06/2023 09:00:00 - 10/06/2023 10:00:00","BZN|MK","Without Sequence","69.70","",""
"10/06/2023 10:00:00 - 10/06/2023 11:00:00","BZN|MK","Without Sequence","40.00","",""
"10/06/2023 11:00:00 - 10/06/2023 12:00:00","BZN|MK","Without Sequence","37.00","",""
"10/06/2023 12:00:00 - 10/06/2023 13:00:00","BZN|MK","Without Sequence","25.00","",""
"10/06/2023 13:00:00 - 10/06/2023 14:00:00","BZN|MK","Without Sequence","25.00","",""
"10/06/2023 14:00:00 - 10/06/2023 15:00:00","BZN|MK","Without Sequence","26.16","",""
"10/06/2023 15:00:00 - 10/06/2023 16:00:00","BZN|MK","Without Sequence","28.90","",""
"10/06/2023 16:00:00 - 10/06/2023 17:00:00","BZN|MK","Without Sequence","40.00","",""
"10/06/2023 17:00:00 - 10/06/2023 18:00:00","BZN|MK","Without Sequence","52.22","",""
"10/06/2023 18:00:00 - 10/06/2023 19:00:00","BZN|MK","Without Sequence","74.80","",""
"10/06/2023 19:00:00 - 10/06/2023 20:00:00","BZN|MK","Without Sequence","84.14","",""
"10/06/2023 20:00:00 - 10/06/2023 21:00:00","BZN|MK","Without Sequence","90.89","",""
"10/06/2023 21:00:00 - 10/06/2023 22:00:00","BZN|MK","Without Sequence","86.00","",""
"10/06/2023 22:00:00 - 10/06/2023 23:00:00","BZN|MK","Without Sequence","85.00","",""
"10/06/2023 23:00:00 - 11/06/2023 00:00:00","BZN|MK","Without Sequence","79.60","",""
"11/06/2023 00:00:00 - 11/06/2023 01:00:00","BZN|MK","Without Sequence","60.00","",""
"11/06/2023 01:00:00 - 11/06/2023 02:00:00","BZN|MK","Without Sequence","45.45","",""
"11/06/2023 02:00:00 - 11/06/2023 03:00:00","BZN|MK","Without Sequence","44.85","",""
"11/06/2023 03:00:00 - 11/06/2023 04:00:00","BZN|MK","Without Sequence","36.97","",""
"11/06/2023 04:00:00 - 11/06/2023 05:00:00","BZN|MK","Without Sequence","38.00","",""
"11/06/2023 05:00:00 - 11/06/2023 06:00:00","BZN|MK","Without Sequence","38.00","",""
"11/06/2023 06:00:00 - 11/06/2023 07:00:00","BZN|MK","Without Sequence","38.76","",""
"11/06/2023 07:00:00 - 11/06/2023 08:00:00","BZN|MK","Without Sequence","39.38","",""
"11/06/2023 08:00:00 - 11/06/2023 09:00:00","BZN|MK","Without Sequence","39.93","",""
"11/06/2023 09:00:00 - 11/06/2023 10:00:00","BZN|MK","Without Sequence","39.25","",""
"11/06/2023 10:00:00 - 11/06/2023 11:00:00","BZN|MK","Without Sequence","34.56","",""
"11/06/2023 11:00:00 - 11/06/2023 12:00:00","BZN|MK","Without Sequence","33.28","",""
"11/06/2023 12:00:00 - 11/06/2023 13:00:00","BZN|MK","Without Sequence","30.98","",""
"11/06/2023 13:00:00 - 11/06/2023 14:00:00","BZN|MK","Without Sequence","30.00","",""
"11/06/2023 14:00:00 - 11/06/2023 15:00:00","BZN|MK","Without Sequence","31.79","",""
"11/06/2023 15:00:00 - 11/06/2023 16:00:00","BZN|MK","Without Sequence","31.28","",""
"11/06/2023 16:00:00 - 11/06/2023 17:00:00","BZN|MK","Without Sequence","30.00","",""
"11/06/2023 17:00:00 - 11/06/2023 18:00:00","BZN|MK","Without Sequence","40.00","",""
"11/06/2023 18:00:00 - 11/06/2023 19:00:00","BZN|MK","Without Sequence","65.06","",""
"11/06/2023 19:00:00 - 11/06/2023 20:00:00","BZN|MK","Without Sequence","82.29","",""
"11/06/2023 20:00:00 - 11/06/2023 21:00:00","BZN|MK","Without Sequence","92.66","",""
"11/06/2023 21:00:00 - 11/06/2023 22:00:00","BZN|MK","Without Sequence","91.39","",""
"11/06/2023 22:00:00 - 11/06/2023 23:00:00","BZN|MK","Without Sequence","79.18","",""
"11/06/2023 23:00:00 - 12/06/2023 00:00:00","BZN|MK","Without Sequence","70.03","",""
"12/06/2023 00:00:00 - 12/06/2023 01:00:00","BZN|MK","Without Sequence","65.00","",""
"12/06/2023 01:00:00 - 12/06/2023 02:00:00","BZN|MK","Without Sequence","40.00","",""
"12/06/2023 02:00:00 - 12/06/2023 03:00:00","BZN|MK","Without Sequence","40.00","",""
"12/06/2023 03:00:00 - 12/06/2023 04:00:00","BZN|MK","Without Sequence","40.00","",""
"12/06/2023 04:00:00 - 12/06/2023 05:00:00","BZN|MK","Without Sequence","40.00","",""
"12/06/2023 05:00:00 - 12/06/2023 06:00:00","BZN|MK","Without Sequence","40.00","",""
"12/06/2023 06:00:00 - 12/06/2023 07:00:00","BZN|MK","Without Sequence","45.00","",""
"12/06/2023 07:00:00 - 12/06/2023 08:00:00","BZN|MK","Without Sequence","86.00","",""
"12/06/2023 08:00:00 - 12/06/2023 09:00:00","BZN|MK","Without Sequence","86.00","",""
"12/06/2023 09:00:00 - 12/06/2023 10:00:00","BZN|MK","Without Sequence","86.00","",""
"12/06/2023 10:00:00 - 12/06/2023 11:00:00","BZN|MK","Without Sequence","74.39","",""
"12/06/2023 11:00:00 - 12/06/2023 12:00:00","BZN|MK","Without Sequence","66.00","",""
"12/06/2023 12:00:00 - 12/06/2023 13:00:00","BZN|MK","Without Sequence","62.00","",""
"12/06/2023 13:00:00 - 12/06/2023 14:00:00","BZN|MK","Without Sequence","56.00","",""
"12/06/2023 14:00:00 - 12/06/2023 15:00:00","BZN|MK","Without Sequence","54.00","",""
"12/06/2023 15:00:00 - 12/06/2023 16:00:00","BZN|MK","Without Sequence","60.00","",""
"12/06/2023 16:00:00 - 12/06/2023 17:00:00","BZN|MK","Without Sequence","70.00","",""
"12/06/2023 17:00:00 - 12/06/2023 18:00:00","BZN|MK","Without Sequence","85.00","",""
"12/06/2023 18:00:00 - 12/06/2023 19:00:00","BZN|MK","Without Sequence","96.65","",""
"12/06/2023 19:00:00 - 12/06/2023 20:00:00","BZN|MK","Without Sequence","100.97","",""
"12/06/2023 20:00:00 - 12/06/2023 21:00:00","BZN|MK","Without Sequence","116.82","",""
"12/06/2023 21:00:00 - 12/06/2023 22:00:00","BZN|MK","Without Sequence","90.62","",""
"12/06/2023 22:00:00 - 12/06/2023 23:00:00","BZN|MK","Without Sequence","93.84","",""
"12/06/2023 23:00:00 - 13/06/2023 00:00:00","BZN|MK","Without Sequence","89.48","",""
"13/06/2023 00:00:00 - 13/06/2023 01:00:00","BZN|MK","Without Sequence","97.77","",""
"13/06/2023 01:00:00 - 13/06/2023 02:00:00","BZN|MK","Without Sequence","82.94","",""
"13/06/2023 02:00:00 - 13/06/2023 03:00:00","BZN|MK","Without Sequence","79.00","",""
"13/06/2023 03:00:00 - 13/06/2023 04:00:00","BZN|MK","Without Sequence","75.82","",""
"13/06/2023 04:00:00 - 13/06/2023 05:00:00","BZN|MK","Without Sequence","79.19","",""
"13/06/2023 05:00:00 - 13/06/2023 06:00:00","BZN|MK","Without Sequence","87.35","",""
"13/06/2023 06:00:00 - 13/06/2023 07:00:00","BZN|MK","Without Sequence","102.11","",""
"13/06/2023 07:00:00 - 13/06/2023 08:00:00","BZN|MK","Without Sequence","115.00","",""
"13/06/2023 08:00:00 - 13/06/2023 09:00:00","BZN|MK","Without Sequence","110.00","",""
"13/06/2023 09:00:00 - 13/06/2023 10:00:00","BZN|MK","Without Sequence","98.00","",""
"13/06/2023 10:00:00 - 13/06/2023 11:00:00","BZN|MK","Without Sequence","87.02","",""
"13/06/2023 11:00:00 - 13/06/2023 12:00:00","BZN|MK","Without Sequence","83.32","",""
"13/06/2023 12:00:00 - 13/06/2023 13:00:00","BZN|MK","Without Sequence","79.49","",""
"13/06/2023 13:00:00 - 13/06/2023 14:00:00","BZN|MK","Without Sequence","71.55","",""
"13/06/2023 14:00:00 - 13/06/2023 15:00:00","BZN|MK","Without Sequence","73.10","",""
"13/06/2023 15:00:00 - 13/06/2023 16:00:00","BZN|MK","Without Sequence","77.11","",""
"13/06/2023 16:00:00 - 13/06/2023 17:00:00","BZN|MK","Without Sequence","81.81","",""
"13/06/2023 17:00:00 - 13/06/2023 18:00:00","BZN|MK","Without Sequence","91.88","",""
"13/06/2023 18:00:00 - 13/06/2023 19:00:00","BZN|MK","Without Sequence","115.00","",""
"13/06/2023 19:00:00 - 13/06/2023 20:00:00","BZN|MK","Without Sequence","136.90","",""
"13/06/2023 20:00:00 - 13/06/2023 21:00:00","BZN|MK","Without Sequence","136.48","",""
"13/06/2023 21:00:00 - 13/06/2023 22:00:00","BZN|MK","Without Sequence","129.32","",""
"13/06/2023 22:00:00 - 13/06/2023 23:00:00","BZN|MK","Without Sequence","119.00","",""
"13/06/2023 23:00:00 - 14/06/2023 00:00:00","BZN|MK","Without Sequence","99.00","",""
"14/06/2023 00:00:00 - 14/06/2023 01:00:00","BZN|MK","Without Sequence","97.70","",""
"14/06/2023 01:00:00 - 14/06/2023 02:00:00","BZN|MK","Without Sequence","84.96","",""
"14/06/2023 02:00:00 - 14/06/2023 03:00:00","BZN|MK","Without Sequence","80.82","",""
"14/06/2023 03:00:00 - 14/06/2023 04:00:00","BZN|MK","Without Sequence","76.00","",""
"14/06/2023 04:00:00 - 14/06/2023 05:00:00","BZN|MK","Without Sequence","80.22","",""
"14/06/2023 05:00:00 - 14/06/2023 06:00:00","BZN|MK","Without Sequence","87.52","",""
"14/06/2023 06:00:00 - 14/06/2023 07:00:00","BZN|MK","Without Sequence","105.60","",""
"14/06/2023 07:00:00 - 14/06/2023 08:00:00","BZN|MK","Without Sequence","122.37","",""
"14/06/2023 08:00:00 - 14/06/2023 09:00:00","BZN|MK","Without Sequence","111.59","",""
"14/06/2023 09:00:00 - 14/06/2023 10:00:00","BZN|MK","Without Sequence","100.40","",""
"14/06/2023 10:00:00 - 14/06/2023 11:00:00","BZN|MK","Without Sequence","86.00","",""
"14/06/2023 11:00:00 - 14/06/2023 12:00:00","BZN|MK","Without Sequence","76.64","",""
"14/06/2023 12:00:00 - 14/06/2023 13:00:00","BZN|MK","Without Sequence","74.80","",""
"14/06/2023 13:00:00 - 14/06/2023 14:00:00","BZN|MK","Without Sequence","74.80","",""
"14/06/2023 14:00:00 - 14/06/2023 15:00:00","BZN|MK","Without Sequence","74.80","",""
"14/06/2023 15:00:00 - 14/06/2023 16:00:00","BZN|MK","Without Sequence","78.21","",""
"14/06/2023 16:00:00 - 14/06/2023 17:00:00","BZN|MK","Without Sequence","88.40","",""
"14/06/2023 17:00:00 - 14/06/2023 18:00:00","BZN|MK","Without Sequence","100.60","",""
"14/06/2023 18:00:00 - 14/06/2023 19:00:00","BZN|MK","Without Sequence","114.30","",""
"14/06/2023 19:00:00 - 14/06/2023 20:00:00","BZN|MK","Without Sequence","121.00","",""
"14/06/2023 20:00:00 - 14/06/2023 21:00:00","BZN|MK","Without Sequence","133.32","",""
"14/06/2023 21:00:00 - 14/06/2023 22:00:00","BZN|MK","Without Sequence","120.00","",""
"14/06/2023 22:00:00 - 14/06/2023 23:00:00","BZN|MK","Without Sequence","111.13","",""
"14/06/2023 23:00:00 - 15/06/2023 00:00:00","BZN|MK","Without Sequence","101.00","",""
"15/06/2023 00:00:00 - 15/06/2023 01:00:00","BZN|MK","Without Sequence","117.04","",""
"15/06/2023 01:00:00 - 15/06/2023 02:00:00","BZN|MK","Without Sequence","95.58","",""
"15/06/2023 02:00:00 - 15/06/2023 03:00:00","BZN|MK","Without Sequence","92.00","",""
"15/06/2023 03:00:00 - 15/06/2023 04:00:00","BZN|MK","Without Sequence","88.84","",""
"15/06/2023 04:00:00 - 15/06/2023 05:00:00","BZN|MK","Without Sequence","96.52","",""
"15/06/2023 05:00:00 - 15/06/2023 06:00:00","BZN|MK","Without Sequence","101.64","",""
"15/06/2023 06:00:00 - 15/06/2023 07:00:00","BZN|MK","Without Sequence","125.00","",""
"15/06/2023 07:00:00 - 15/06/2023 08:00:00","BZN|MK","Without Sequence","135.00","",""
"15/06/2023 08:00:00 - 15/06/2023 09:00:00","BZN|MK","Without Sequence","121.37","",""
"15/06/2023 09:00:00 - 15/06/2023 10:00:00","BZN|MK","Without Sequence","110.04","",""
"15/06/2023 10:00:00 - 15/06/2023 11:00:00","BZN|MK","Without Sequence","98.00","",""
"15/06/2023 11:00:00 - 15/06/2023 12:00:00","BZN|MK","Without Sequence","92.55","",""
"15/06/2023 12:00:00 - 15/06/2023 13:00:00","BZN|MK","Without Sequence","94.79","",""
"15/06/2023 13:00:00 - 15/06/2023 14:00:00","BZN|MK","Without Sequence","91.27","",""
"15/06/2023 14:00:00 - 15/06/2023 15:00:00","BZN|MK","Without Sequence","93.98","",""
"15/06/2023 15:00:00 - 15/06/2023 16:00:00","BZN|MK","Without Sequence","94.23","",""
"15/06/2023 16:00:00 - 15/06/2023 17:00:00","BZN|MK","Without Sequence","102.98","",""
"15/06/2023 17:00:00 - 15/06/2023 18:00:00","BZN|MK","Without Sequence","101.82","",""
"15/06/2023 18:00:00 - 15/06/2023 19:00:00","BZN|MK","Without Sequence","117.12","",""
"15/06/2023 19:00:00 - 15/06/2023 20:00:00","BZN|MK","Without Sequence","135.00","",""
"15/06/2023 20:00:00 - 15/06/2023 21:00:00","BZN|MK","Without Sequence","140.00","",""
"15/06/2023 21:00:00 - 15/06/2023 22:00:00","BZN|MK","Without Sequence","125.00","",""
"15/06/2023 22:00:00 - 15/06/2023 23:00:00","BZN|MK","Without Sequence","118.28","",""
"15/06/2023 23:00:00 - 16/06/2023 00:00:00","BZN|MK","Without Sequence","110.87","",""
"16/06/2023 00:00:00 - 16/06/2023 01:00:00","BZN|MK","Without Sequence","117.04","",""
"16/06/2023 01:00:00 - 16/06/2023 02:00:00","BZN|MK","Without Sequence","95.58","",""
"16/06/2023 02:00:00 - 16/06/2023 03:00:00","BZN|MK","Without Sequence","92.00","",""
"16/06/2023 03:00:00 - 16/06/2023 04:00:00","BZN|MK","Without Sequence","88.84","",""
"16/06/2023 04:00:00 - 16/06/2023 05:00:00","BZN|MK","Without Sequence","96.52","",""
"16/06/2023 05:00:00 - 16/06/2023 06:00:00","BZN|MK","Without Sequence","101.64","",""
"16/06/2023 06:00:00 - 16/06/2023 07:00:00","BZN|MK","Without Sequence","125.00","",""
"16/06/2023 07:00:00 - 16/06/2023 08:00:00","BZN|MK","Without Sequence","135.00","",""
"16/06/2023 08:00:00 - 16/06/2023 09:00:00","BZN|MK","Without Sequence","121.37","",""
"16/06/2023 09:00:00 - 16/06/2023 10:00:00","BZN|MK","Without Sequence","110.04","",""
"16/06/2023 10:00:00 - 16/06/2023 11:00:00","BZN|MK","Without Sequence","98.00","",""
"16/06/2023 11:00:00 - 16/06/2023 12:00:00","BZN|MK","Without Sequence","92.55","",""
"16/06/2023 12:00:00 - 16/06/2023 13:00:00","BZN|MK","Without Sequence","94.79","",""
"16/06/2023 13:00:00 - 16/06/2023 14:00:00","BZN|MK","Without Sequence","91.27","",""
"16/06/2023 14:00:00 - 16/06/2023 15:00:00","BZN|MK","Without Sequence","93.98","",""
"16/06/2023 15:00:00 - 16/06/2023 16:00:00","BZN|MK","Without Sequence","94.23","",""
"16/06/2023 16:00:00 - 16/06/2023 17:00:00","BZN|MK","Without Sequence","102.98","",""
"16/06/2023 17:00:00 - 16/06/2023 18:00:00","BZN|MK","Without Sequence","101.82","",""
"16/06/2023 18:00:00 - 16/06/2023 19:00:00","BZN|MK","Without Sequence","117.12","",""
"16/06/2023 19:00:00 - 16/06/2023 20:00:00","BZN|MK","Without Sequence","135.00","",""
"16/06/2023 20:00:00 - 16/06/2023 21:00:00","BZN|MK","Without Sequence","140.00","",""
"16/06/2023 21:00:00 - 16/06/2023 22:00:00","BZN|MK","Without Sequence","125.00","",""
"16/06/2023 22:00:00 - 16/06/2023 23:00:00","BZN|MK","Without Sequence","118.28","",""
"16/06/2023 23:00:00 - 17/06/2023 00:00:00","BZN|MK","Without Sequence","110.87","",""
"17/06/2023 00:00:00 - 17/06/2023 01:00:00","BZN|MK","Without Sequence","107.00","",""
"17/06/2023 01:00:00 - 17/06/2023 02:00:00","BZN|MK","Without Sequence","99.34","",""
"17/06/2023 02:00:00 - 17/06/2023 03:00:00","BZN|MK","Without Sequence","88.00","",""
"17/06/2023 03:00:00 - 17/06/2023 04:00:00","BZN|MK","Without Sequence","88.00","",""
